fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Oct,18,MAHARASHTRA,1808,JALGAON,1679030,295.5218217,33,138,1865.936549,6294,55,40687,1865236,89317,31352,134054,36984,217.05517,7595.171126,55131,83472,139849,343930,3260,673303,1271509,46981,5512.179406,717858,92,53.3,0.81,104.41,NA
2024-2025,Oct,18,MAHARASHTRA,1812,SANGLI,452253,290.3335166,29,34,520.4680888,3238,45,13940,494821,25816,7955,483,216,94.86164,2051.960939,16516,23609,47542,101585,245,317372,556830,17178,1436.63121,172943,86,44.56,0.11,101.12,NA
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,298.5219242,28,32,265.3977482,977,204,11664,438020,46018,18411,684,304,94.22586,1667.209341,15181,24696,46580,112747,402,359164,637221,12641,1307.585732,175610,92,40.41,0.04,113.73,NA
2024-2025,Oct,18,MAHARASHTRA,1823,AKOLA,1290892,293.4476755,30,1835,490.7204755,4933,2,25413,1357443,207970,35552,69068,10122,187.84699,4661.952395,43953,63293,87060,200030,2147,291362,562945,30346,3983.38493,486988,91,39.61,4.57,109.29,NA
2024-2025,Oct,18,MAHARASHTRA,1824,AMRAVATI,6009202,289.9109963,64,1005,12484.39639,11394,5,46613,6364903,610524,54089,2013912,137619,815.31175,31752.26184,98673,184906,191032,535015,19746,473832,1063267,58007,18452.5537,2626408,79,40,13.97,126.65,NA
2024-2025,Oct,18,MAHARASHTRA,1835,PALGHAR,2597853,274.0577832,37,731,2913.507323,10751,19,30813,2553258,9294,1752,2362511,332004,474.09242,10385.00202,68994,126995,124696,370259,4130,311187,728992,41564,6997.402273,1434330,83,17.03,13.85,102.47,NA
2024-2025,Oct,18,MAHARASHTRA,1802,THANE,333546,290.7702706,31,37,120.951158,3071,7,11066,353455,10866,3457,105517,32970,10.46202,1159.155238,11218,19224,29153,94686,406,139681,329106,14137,1027.74206,148198,94,52.77,1.24,102.78,NA
2024-2025,Oct,18,MAHARASHTRA,1812,SANGLI,452253,290.7810456,29,34,510.0628888,3237,46,13843,484425,25293,7951,465,216,94.86164,2013.540609,16273,23245,47431,101330,229,317299,556691,17080,1408.61608,169133,86,44.2,0.11,101.12,NA
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,298.789432,28,32,257.714697,862,207,11740,431413,45230,18388,684,304,94.22586,1640.957009,14951,24319,46453,112456,398,359086,636982,12602,1289.016452,172892,92,40.4,0.04,113.73,NA
2024-2025,Oct,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10153593,305.413472,61,1377,8585.438397,7947,16,85392,9841496,220694,28631,135902,12459,522.48686,39165.17989,160401,287925,240757,639632,30315,690424,1467407,93339,30057.25463,4125808,94,79.75,0.18,111,NA
2024-2025,Oct,18,MAHARASHTRA,1827,NAGPUR,1615989,282.7152644,39,298,1481.86539,4335,33,21622,1680065,211381,33491,216413,31175,290.50091,6522.166506,42427,60640,104165,238198,3025,282457,543773,25957,4749.800206,692376,84,62.28,1.13,102.56,NA
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,279.8601985,36,948,6255.6263,9186,3,12581,2760275,246995,39188,1040021,165225,382.46401,14363.0014,75558,140632,133205,386124,3810,234471,599834,21767,7724.911093,1326360,82,31.06,13.75,101.89,NA
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,299.0082955,37,560,497.4285725,2372,2,27401,2182871,151849,20041,62183,7178,358.64339,7383.037332,57863,91079,84203,199743,2191,281043,558774,29773,6526.96537,867821,91,63.93,23.56,99.63,NA
2024-2025,Nov,18,MAHARASHTRA,1804,RATNAGIRI,370729,295.7562661,21,86,203.9213304,5807,15,25053,417566,16047,7716,4419,1193,107.36677,1546.26571,19445,27846,57927,130719,171,256418,475435,30860,1234.97761,179693,96,57.15,0.37,103.34,NA
2024-2025,Nov,18,MAHARASHTRA,1809,AHMEDNAGAR,1568259,306.3854404,33,134,1802.228233,5683,34,41546,1809936,99037,32581,60095,25165,273.06654,7620.675159,53556,89615,151452,437207,2989,770520,1908388,47229,5545.380385,737503,90,67.45,0.09,104.65,NA
2024-2025,Nov,18,MAHARASHTRA,1811,SATARA,677002,297.6090805,36,113,188.9923302,3685,91,15322,725650,23510,11063,2016,898,92.36327,2440.955893,20151,30659,67296,150740,1474,407481,768487,19007,2159.600293,290496,88,67.9,0.28,104.45,NA
2024-2025,Nov,18,MAHARASHTRA,1816,JALNA,4135949,290.5260189,41,320,3989.181405,1790,23,54922,4226138,108235,20197,19342,3104,153.02315,16420.23504,100911,181441,164503,438582,7326,484207,1086296,56712,12278.03048,1721638,77,48.82,0.55,101.46,NA
2024-2025,Nov,18,MAHARASHTRA,1818,BEED,7329701,334.9149974,44,577,6605.158263,3000,64,77535,7754864,125429,15963,16145,1887,868.28779,33445.64862,173058,300313,265299,650097,16829,684715,1416598,80535,25972.20257,3204585,79,39.53,4.88,330.46,NA
2024-2025,Nov,18,MAHARASHTRA,1830,GADCHIROLI,2925022,279.5413083,36,953,6292.00677,9453,3,12591,2799557,250282,39218,1054879,165418,382.46401,14500.38904,76008,141524,133357,386507,3912,234611,600042,22044,7825.918263,1342129,82,30.96,13.6,101.87,NA
2024-2025,Nov,18,MAHARASHTRA,1831,NANDURBAR,1496271,290.6823527,29,100,3516.88646,9582,8,42404,1629431,42756,11125,1223614,289907,302.81965,8556.174476,54818,79933,146918,352959,1389,533630,1086003,51986,4736.468366,669309,79,44.92,1.46,104.7,NA
2024-2025,Nov,18,MAHARASHTRA,1835,PALGHAR,2681656,274.0310172,37,733,2927.334063,10991,19,30758,2573942,9369,1754,2380746,332085,474.09242,10454.82593,69227,127564,124751,370384,4191,311277,729135,41749,7053.399444,1443850,83,17.34,13.7,102.46,NA
2024-2025,Oct,18,MAHARASHTRA,1806,NASHIK,1955118,298.8780586,31,494,4177.892619,11470,43,49318,1949550,30746,11298,760233,196318,312.76353,10317.43334,61667,96668,178552,499451,2160,697502,1483234,60788,5826.777191,687952,82,31.1,13.96,100.68,NA
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,301.4354827,35,109,173.2247802,2591,170,16045,686393,21777,11065,1912,894,91.9262,2334.183033,19136,29000,66965,149963,1386,407433,768252,18636,2069.032053,273943,88,68.04,0.25,104.59,NA
2024-2025,Oct,18,MAHARASHTRA,1813,SOLAPUR,1090733,344.7089206,33,127,523.9948996,2571,59,23202,1118428,39412,15285,8726,2510,163.10531,4542.421296,33180,53491,84188,193043,1683,561222,974212,25773,3855.321086,392523,96,81.04,0,107.7,NA
2024-2025,Oct,18,MAHARASHTRA,1817,PARBHANI,3254702,326.3132046,38,261,3521.033664,2601,39,39276,3178205,112145,20891,22722,2890,624.86213,14516.79838,81695,129404,143854,323546,5105,419989,809202,41877,10370.90258,1229102,90,57.74,0.11,109.1,NA
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,299.8894266,21,149,825.4266512,6502,9,30552,1351788,97395,33223,31505,7495,223.50627,5102.802203,62189,89365,122861,297761,314,485392,1011807,37054,4053.869282,468518,94,39.83,0.79,99.86,NA
2024-2025,Oct,18,MAHARASHTRA,1826,WARDHA,1250709,302.3738046,46,245,866.4039094,2401,4,13952,1247345,91278,15402,90621,13637,210.5672,4848.615642,26810,42933,54571,133549,2554,221582,409283,16353,3771.644533,461164,90,78.96,0.16,105.14,NA
2024-2025,Oct,18,MAHARASHTRA,1829,CHANDRAPUR,4521854,251.6810146,43,707,7638.405065,11160,10,30551,4449232,463815,63439,974511,106997,504.26373,19340.54103,102278,177662,173335,496281,7895,383116,917430,41711,11197.87224,2305422,79,32.88,14.86,102.54,NA
2024-2025,Oct,18,MAHARASHTRA,1831,NANDURBAR,1449513,291.0530019,29,99,3483.71802,8962,9,42006,1522182,39559,11070,1146543,287860,302.81965,8216.894076,51672,75112,145754,350339,1234,533142,1085118,50968,4430.356406,625682,79,45.67,1.54,104.15,NA
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,299.0089053,37,560,497.4285725,2356,2,27323,2173190,150770,20023,61793,7171,316.78613,7312.246332,57686,90767,84103,199505,2184,280966,558609,29679,6498.03163,863839,91,63.87,23.73,99.63,NA
2024-2025,Oct,18,MAHARASHTRA,1835,PALGHAR,2597853,274.6859944,36,723,2902.170973,10140,19,30919,2514929,9108,1747,2328580,331444,459.90932,10270.23802,68287,125656,124376,369599,4030,310755,728188,41059,6908.157732,1416580,82,16.81,14.25,102.51,NA
2024-2025,Nov,18,MAHARASHTRA,1809,AHMEDNAGAR,1568259,306.3388933,34,135,1802.228233,7958,28,39798,1901714,103658,32711,63861,25330,273.06654,7900.984395,55221,92557,152436,440138,3260,770584,1908687,47756,5825.689622,777756,90,67.17,0.09,105.96,NA
2024-2025,Nov,18,MAHARASHTRA,1817,PARBHANI,3359692,305.5156498,39,267,3549.635334,4426,41,38275,3296925,118197,20967,24695,2924,626.5678,14248.82497,83088,131656,144484,324841,5493,420826,810464,42701,10072.62184,1276163,90,57.48,0.11,103.2,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,296.5016838,37,613,3025.064162,14121,7,42543,4692803,238599,38265,512690,72926,630.61398,17569.91805,124267,183180,219091,490865,5648,680771,1390836,56664,13914.23991,1905395,92,48.59,21.75,99.27,NA
2024-2025,Nov,18,MAHARASHTRA,1835,PALGHAR,2681656,271.4519764,37,735,2927.334063,11756,19,30452,2617692,9751,1756,2419275,332352,474.09242,10507.20315,69697,128601,124893,370732,4295,311592,729679,42208,7105.776671,1463939,83,17.4,13.19,101.63,NA
2024-2025,Nov,18,MAHARASHTRA,1807,DHULE,1773387,285.3679013,41,175,442.609013,4185,16,23892,1979492,72313,16852,314837,72903,207.18665,6298.630439,47252,76730,97761,273184,4263,446852,940312,28077,5648.834776,762118,87,65.95,0.19,101.44,NA
2024-2025,Nov,18,MAHARASHTRA,1811,SATARA,677002,295.2790145,36,116,260.8305268,4901,54,13998,760155,24597,11069,2257,910,124.93101,2630.33973,20977,31981,67699,151530,1567,407784,769119,18899,2244.578193,306179,88,67.85,0.29,103.77,NA
2024-2025,Nov,18,MAHARASHTRA,1812,SANGLI,466842,276.6742915,31,40,530.1992988,3355,44,10652,550047,27517,8006,556,217,105.79457,2157.832509,17322,24819,48082,102633,311,317649,557291,14007,1521.83864,193962,83,43.51,0.14,95.73,NA
2024-2025,Nov,18,MAHARASHTRA,1814,KOLHAPUR,413551,297.4125975,29,32,291.0718213,1154,183,9433,470110,49122,18541,752,306,94.22586,1783.464043,15984,26091,47134,113948,458,359694,638616,10587,1398.166362,189961,91,40.45,0.03,113.93,NA
2024-2025,Nov,18,MAHARASHTRA,1822,BULDHANA,1376162,296.9747037,22,154,844.4671712,7839,9,26902,1501357,107737,33541,34702,7592,223.50627,5526.623943,66497,96561,125036,302919,363,485902,1012890,34741,4458.650502,523165,93,40.3,0.71,99.21,NA
2024-2025,Nov,18,MAHARASHTRA,1824,AMRAVATI,6203047,278.9384337,67,1035,12930.51246,13097,3,41693,6896885,670314,54350,2147633,138083,815.74175,32984.3172,102008,191633,192180,538521,21514,474140,1064807,54790,19238.06299,2828522,77,41.74,13.35,125.09,NA
2024-2025,Nov,18,MAHARASHTRA,1832,WASHIM,2343099,298.578317,38,575,857.4624766,2708,2,23167,2237037,158043,20240,64013,7253,363.01676,7899.786662,58856,92678,84812,201102,2263,281527,559697,25875,6679.307425,889295,89,62.75,24.33,99.44,NA
2024-2025,Nov,18,MAHARASHTRA,1834,HINGOLI,1868948,297.5330822,38,92,3010.818094,5656,5,21028,1854715,274143,44892,306967,42988,310.38653,8839.59533,47871,77678,94400,241201,3134,261931,593882,26684,5518.390706,739676,89,70.25,0.17,100.74,NA
2024-2025,Nov,18,MAHARASHTRA,1819,NANDED,4208646,280.047462,42,209,5457.769609,4749,45,40469,4290895,455360,78002,302468,38912,596.91609,18071.22824,101792,162649,180676,479832,8011,662001,1497025,45218,12016.54255,1824025,82,46.19,1.35,105.16,NA
2024-2025,Nov,18,MAHARASHTRA,1822,BULDHANA,1376162,295.7462414,22,154,844.4671712,7729,9,26888,1487862,106665,33514,34412,7592,223.50627,5468.269383,66184,96042,124892,302556,352,485848,1012761,34617,4400.295942,518785,93,40.37,0.72,98.51,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,296.6104481,37,618,3025.914992,14485,7,36639,4718862,240391,38312,515049,72974,638.89252,17661.44523,124818,184069,219419,491607,5698,680862,1391044,51124,13996.63772,1916093,91,48.52,21.64,99.36,NA
2024-2025,Nov,18,MAHARASHTRA,1833,GONDIA,6154963,216.6757096,39,335,10635.94458,13408,15,29530,6077069,502228,52463,950391,90101,675.40661,24478.88357,155427,246960,237305,611222,7394,355078,839964,42938,13167.53238,3905889,77,24.08,12.08,101.79,NA
2024-2025,Sep,18,MAHARASHTRA,1802,THANE,212142,291.0001924,29,35,115.045828,2871,19,10617,309775,10097,3432,89308,32329,10.46202,1026.953694,10343,17472,28672,93088,329,138993,327765,13488,901.445846,129205,94,49.78,1.47,102.35,NA
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,291.1073374,29,1772,484.8130755,3040,7,26104,1198930,183136,35128,61142,9990,166.87775,4141.864026,41268,59039,85863,197309,1848,289962,560724,29144,3490.173201,428907,91,38.93,5.17,108.05,NA
2024-2025,Sep,18,MAHARASHTRA,1834,HINGOLI,1437519,307.4736818,37,88,2261.165167,3081,9,23954,1681512,243453,44530,271482,42509,109.73955,7541.111572,45319,73298,93505,238936,2433,260414,591073,27035,5170.206856,669058,90,73.66,0.16,102.11,NA
2024-2025,Sep,18,MAHARASHTRA,1811,SATARA,341922,300.7119208,34,97,161.0259662,2121,332,15750,598456,18604,11004,1239,871,37.9439,1998.598399,17274,25925,65954,147659,1038,406271,765654,17871,1799.628533,237077,88,69.51,0.29,102.8,NA
2024-2025,Sep,18,MAHARASHTRA,1814,KOLHAPUR,188363,301.1315888,26,28,150.1734844,738,234,11490,368201,38752,18163,576,295,29.22621,1288.169216,13644,21939,45610,110344,296,357373,632805,12228,1108.769521,147060,92,44.92,0.05,113.62,NA
2024-2025,Sep,18,MAHARASHTRA,1821,LATUR,2664414,300.4100074,48,205,5620.689728,4712,3,35508,3818991,332183,55600,37458,4173,161.74692,17255.06779,78629,125715,130924,327759,9110,394044,835707,40220,11472.63115,1504383,88,63.17,0.02,100.59,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,182.2358933,36,5274,1999.367213,7210,8,19514,4723380,558288,59283,324265,33209,276.09804,10883.15899,128221,209100,187521,452136,5045,286808,630352,26724,8607.693737,2963806,80,23.27,19.53,100.88,NA
2024-2025,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,3190530,248.6617887,42,691,3828.114706,9224,12,30620,4174165,433939,63431,907483,106663,420.74929,14628.41735,99113,171692,172444,494929,6863,381876,916320,39844,10379.55335,2197810,79,32.16,17.13,101.88,NA
2024-2025,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2028325,279.283985,35,932,3632.510885,8209,4,12683,2615980,234508,39092,967203,164904,343.97829,11282.50237,73556,136674,132863,385394,3387,233259,598078,20892,7306.01319,1267781,82,29,15.68,101.66,NA
2024-2025,Sep,18,MAHARASHTRA,1806,NASHIK,1070096,298.3730898,31,461,2187.358186,10121,58,48754,1797946,26723,11108,692930,194106,263.02609,7814.971309,57471,89562,176424,493922,1930,694764,1478278,58875,5364.587032,631801,82,33.85,13.31,100.38,NA
2024-2025,Sep,18,MAHARASHTRA,1807,DHULE,993410,302.4300217,38,114,406.4749552,2753,16,29888,1582747,56833,16393,261433,70575,160.41865,5353.5957,41321,66032,94366,263993,3109,442028,932676,32641,4786.702095,596221,89,68.48,0.21,104.08,NA
2024-2025,Sep,18,MAHARASHTRA,1808,JALGAON,783981,299.3403848,31,124,1652.196606,4378,66,39993,1551170,73637,31043,111062,36345,200.57811,6496.052962,49524,74315,136911,336970,2549,670115,1265813,44371,4643.278247,591051,92,54.73,0.97,102.33,NA
2024-2025,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,955527,319.9428633,31,105,1681.047213,3871,47,40759,1387757,78414,32165,49725,24842,209.32788,6330.404574,44752,73709,147638,426394,1932,768845,1903733,44630,4440.029481,555932,91,68.48,0.12,103.74,NA
2024-2025,Sep,18,MAHARASHTRA,1816,JALNA,2390538,293.8772416,39,304,3073.157821,1273,29,52937,3718885,93969,20007,17058,3074,139.47648,14141.59096,94795,169455,162188,433472,5856,479799,1079275,54210,10928.95666,1510183,76,51.68,0.37,100.47,NA
2024-2025,Sep,18,MAHARASHTRA,1817,PARBHANI,1978956,326.3265532,37,254,3520.207724,2186,41,38744,3016631,104063,20761,20778,2873,500.02855,13864.30424,79747,126050,143068,321850,4483,417823,806172,40930,9844.067966,1164866,90,59.09,0.1,107.76,NA
2024-2025,Sep,18,MAHARASHTRA,1822,BULDHANA,678680,299.8984172,21,136,767.978869,5256,12,30390,1224270,87043,32847,28493,7398,184.33876,4623.883981,57890,82466,120557,292219,283,483910,1008722,35646,3671.566352,423472,94,39.51,0.83,99.83,NA
2024-2025,Sep,18,MAHARASHTRA,1824,AMRAVATI,3672801,290.5401573,60,963,6697.469374,7565,9,46017,5520740,514474,53510,1845786,137407,210.08085,22947.51691,91652,172048,188594,528303,16957,471847,1058767,53582,16039.96668,2312479,78,37.22,16.46,128.2,NA
2024-2025,Sep,18,MAHARASHTRA,1826,WARDHA,773662,300.5409757,45,230,866.4039094,1481,12,14228,1154077,81008,15226,79478,13334,190.54838,4525.426565,25238,40319,53706,131414,2302,221142,408161,15709,3468.474276,426991,89,79,0.17,104.24,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,182.2395893,36,5274,1999.367213,7210,8,19521,4723558,558288,59283,324265,33209,276.09804,10883.65795,128222,209104,187521,452136,5046,286808,630352,26731,8608.192697,2963878,80,23.27,19.53,100.88,NA
2024-2025,Sep,18,MAHARASHTRA,1805,SINDHUDURG,201432,297.4661056,26,85,114.0752925,1730,17,17452,266139,7092,3734,622,304,63.82855,969.5771614,10107,16234,37975,87324,223,129496,243616,19182,791.6733189,105531,80,77.11,5.82,100.71,NA
2024-2025,Sep,18,MAHARASHTRA,1812,SANGLI,204756,293.6950277,29,34,510.0628888,2806,56,13818,428075,22471,7860,412,212,90.34756,1857.645439,14561,20721,46565,99667,186,315800,554045,16624,1257.23499,148476,86,43.9,0.12,100.6,NA
2024-2025,Sep,18,MAHARASHTRA,1818,BEED,4673728,331.1512093,40,522,6558.605113,1251,66,75920,6688972,112148,15823,13081,1875,78.94088,28788.15766,163282,282055,261801,641309,12756,681069,1409823,77171,22150.61167,2753012,79,40.32,5.11,301.52,NA
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,293.2232249,29,1793,484.8130755,3789,7,25443,1211648,185346,35159,62345,10002,166.87775,4204.524166,41441,59313,85915,197426,1867,290088,560922,29232,3552.833341,433580,91,39.01,5.12,108.56,NA
2024-2025,Sep,18,MAHARASHTRA,1827,NAGPUR,933360,281.5167294,37,274,1418.79507,3679,35,21503,1522239,187392,33139,192714,30833,250.0464,5954.198916,40236,57256,103319,236375,2541,281753,542490,25182,4285.357446,627347,84,63.64,1.1,101.87,NA
2024-2025,Sep,18,MAHARASHTRA,1828,BHANDARA,3908517,182.8826632,36,5288,2509.264307,7430,8,19611,4751003,560498,59281,326386,33195,328.76735,11526.79247,128613,209817,187577,452128,5129,286913,630398,27041,8688.760817,2977076,80,23.51,19.25,100.88,NA
2024-2025,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,3190530,248.8829704,42,692,7542.534456,9576,11,30603,4224372,439824,63436,920026,106706,451.34764,18507.62461,99654,172778,172604,495098,7057,382105,916450,40179,10513.74251,2217172,79,32.44,16.69,101.92,NA
2024-2025,July,18,MAHARASHTRA,1805,SINDHUDURG,185820,298.757462,26,74,52.0743782,1229,32,17325,234796,6308,3725,503,301,25.98993,779.5348786,8831,14143,37562,86477,193,129047,242930,18554,701.4705704,93531,79,76.89,6.4,100.96,NA
2024-2025,July,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6161034,303.7922808,55,1312,1183.371843,2024,21,85266,8329457,180734,28255,116875,12297,365.48482,26853.10407,149281,267016,237729,632851,23308,685261,1458716,87290,25304.2474,3487610,95,83.76,0.22,108.63,NA
2024-2025,July,18,MAHARASHTRA,1825,YAVATMAL,2596068,298.6287219,35,513,69.10290547,4797,8,43679,3841239,180035,37355,411814,71443,173.65335,11713.79919,106826,156401,210914,477714,3912,674739,1385372,48476,11471.04293,1556551,91,51.47,25.91,99.85,NA
2024-2025,July,18,MAHARASHTRA,1804,RATNAGIRI,198402,299.5711315,17,67,13.10179,2906,76,25692,265902,8856,7533,3285,1152,49.34661,859.01403,15085,21170,55834,125941,55,255101,472911,28598,796.56563,114862,96,55.28,0.3,103.13,NA
2024-2025,July,18,MAHARASHTRA,1813,SOLAPUR,476026,349.6300895,30,101,178.0976609,1593,153,21895,722501,24842,14794,5830,2424,70.49548,2774.674034,23963,37769,79223,182269,868,552633,957402,23488,2526.080893,247188,97,81.59,0,105.44,NA
2024-2025,July,18,MAHARASHTRA,1817,PARBHANI,1824861,326.4085367,36,231,537.7413042,504,47,39147,2811363,94289,20626,18149,2848,197.97559,9912.245723,76920,121416,142237,320005,3733,414327,801570,39651,9176.528829,1084876,90,62.36,0.12,107.63,NA
2024-2025,July,18,MAHARASHTRA,1820,Dharashiv,907235,298.7803906,36,136,47.9778,1556,57,24785,1414106,83209,24413,5376,1137,73.83585,4346.885081,38479,58952,75393,194276,2099,325157,704291,26341,4225.071431,530399,81,60.66,0.12,109.6,NA
2024-2025,July,18,MAHARASHTRA,1830,GADCHIROLI,1824407,278.0405313,34,909,2091.915429,5201,4,14728,2434095,219399,39011,897433,164754,263.47527,9123.161371,71261,132450,132439,384773,2889,232333,597194,19929,6767.770671,1191708,81,38.4,17.23,101.59,NA
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,599764,294.5950671,26,78,177.8786426,4134,23,42749,1035906,25426,10813,818955,281158,125.28307,3354.889689,39381,56869,141357,340538,471,526278,1074094,46883,3051.727976,430308,78,48.43,2.01,102.33,NA
2024-2025,July,18,MAHARASHTRA,1834,HINGOLI,1309816,308.6702767,36,83,134.5590325,2293,17,23550,1555654,218036,44169,245672,41957,41.08041,4977.480948,42582,68945,92712,237064,2021,259181,589040,25843,4801.841506,618056,90,75.94,0.13,102.26,NA
2024-2025,July,18,MAHARASHTRA,1803,RAIGAD,75607,310.5005664,18,51,16.4301291,612,204,17952,99936,2133,2878,19276,13426,6.73044,333.4624151,5312,8130,27118,63311,59,190138,342928,18564,310.301846,40562,68,49.29,7.17,103.24,NA
2024-2025,July,18,MAHARASHTRA,1804,RATNAGIRI,198402,298.6837938,17,67,13.10179,2878,76,25709,264960,8856,7533,3285,1152,49.34661,853.84098,15048,21127,55815,125904,55,255081,472875,28587,791.39258,114362,96,55.2,0.3,103.16,NA
2024-2025,July,18,MAHARASHTRA,1805,SINDHUDURG,185820,299.2784145,26,73,52.0743782,1204,32,17319,231770,6246,3725,503,301,25.98993,771.7018896,8741,14005,37530,86417,190,129009,242876,18523,693.6375814,92409,79,77.05,6.49,100.97,NA
2024-2025,July,18,MAHARASHTRA,1806,NASHIK,960228,298.0257658,29,382,819.0323769,7539,82,48519,1454979,17678,10748,575846,191057,87.84077,5243.085453,49431,77115,172646,484596,1334,690309,1470538,56058,4336.212307,513223,81,37.74,15.74,100.7,NA
2024-2025,July,18,MAHARASHTRA,1812,SANGLI,188847,295.9831082,26,27,97.24315,1695,144,14093,282148,13062,7681,215,207,57.32999,989.68356,10654,14896,44954,96198,107,313599,550077,15788,835.11042,97134,86,53.54,0,100.59,NA
